date,year,mounth,day,weekday,temp,pres,prec,wind,absenteeism
20130904,2013,9,4,3,24,747,0,1.0,1
20130905,2013,9,5,4,23,748,0,2.0,1
20130906,2013,9,6,5,16,755,0,2.0,3
20130909,2013,9,9,1,19,749,0,2.0,1
20130910,2013,9,10,2,13,742,0,1.0,2
20130911,2013,9,11,3,15,744,0,1.0,2
20130912,2013,9,12,4,12,750,0,3.0,2
20130913,2013,9,13,5,13,754,0,4.0,2
20130914,2013,9,14,6,16,747,0,2.0,3
20130916,2013,9,16,1,9,752,0,1.0,2
20130917,2013,9,17,2,7,753,0,2.0,2
20130918,2013,9,18,3,8,754,0,2.0,2
20130919,2013,9,19,4,7,752,0,1.0,2
20130920,2013,9,20,5,6,755,1,2.0,2
20130921,2013,9,21,6,7,762,0,2.0,0
20130923,2013,9,23,1,13,756,0,1.0,1
20130924,2013,9,24,2,17,750,0,4.0,1
20130925,2013,9,25,3,17,744,0,,1
20130926,2013,9,26,4,8,742,0,3.0,2
20130927,2013,9,27,5,8,744,0,4.0,2
20130928,2013,9,28,6,6,744,1,5.0,1
20130930,2013,9,30,1,11,753,0,,1
20130907,2013,9,7,6,15,761,0,2.0,0
20131001,2013,10,1,2,15,744,0,2.0,1
20131002,2013,10,2,3,10,752,0,5.0,1
20131003,2013,10,3,4,5,750,1,3.0,1
20131004,2013,10,4,5,4,749,2,2.0,2
20131005,2013,10,5,6,4,759,0,2.0,1
20131007,2013,10,7,1,5,745,0,3.0,1
20131008,2013,10,8,2,6,749,0,4.0,1
20131009,2013,10,9,3,7,746,1,3.0,2
20131010,2013,10,10,4,2,752,0,3.0,1
20131011,2013,10,11,5,1,760,0,3.0,1
20131012,2013,10,12,6,-2,766,0,1.0,1
20131014,2013,10,14,1,10,750,0,,1
20131015,2013,10,15,2,7,743,1,6.0,2
20131016,2013,10,16,3,4,752,0,3.0,1
20131017,2013,10,17,4,8,755,0,6.0,1
20131018,2013,10,18,5,8,754,0,2.0,3
20131019,2013,10,19,6,0,760,0,3.0,3
20131021,2013,10,21,1,8,751,0,4.0,2
20131022,2013,10,22,2,5,745,1,4.0,1
20131023,2013,10,23,3,2,757,0,2.0,1
20131024,2013,10,24,4,1,761,2,1.0,2
20131025,2013,10,25,5,1,757,0,5.0,2
20131026,2013,10,26,6,3,750,1,4.0,2
20131028,2013,10,28,1,5,755,0,3.0,1
20131029,2013,10,29,2,5,754,1,2.0,1
20131030,2013,10,30,3,8,754,0,3.0,1
20131031,2013,10,31,4,7,747,1,5.0,1
20131101,2013,11,1,5,6,750,1,5.0,0
20131102,2013,11,2,6,8,745,0,6.0,0
20131111,2013,11,11,1,-1,761,2,1.0,1
20131112,2013,11,12,2,1,755,0,5.0,1
20131113,2013,11,13,3,1,746,2,4.0,2
20131114,2013,11,14,4,1,753,0,1.0,2
20131115,2013,11,15,5,2,756,0,3.0,2
20131116,2013,11,16,6,4,753,0,4.0,2
20131118,2013,11,18,1,1,749,0,4.0,2
20131119,2013,11,19,2,3,746,0,6.0,1
20131120,2013,11,20,3,2,752,0,2.0,3
20131121,2013,11,21,4,-1,761,0,5.0,2
20131122,2013,11,22,5,-2,760,2,1.0,3
20131123,2013,11,23,6,-2,763,0,2.0,3
20131125,2013,11,25,1,-3,760,0,2.0,2
20131126,2013,11,26,2,-1,763,0,4.0,2
20131127,2013,11,27,3,-1,757,0,4.0,2
20131128,2013,11,28,4,-1,753,0,2.0,3
20131129,2013,11,29,5,2,746,0,5.0,3
20131130,2013,11,30,6,1,747,0,3.0,3
20131202,2013,12,2,1,-1,752,2,3.0,2
20131203,2013,12,3,2,-3,755,0,7.0,2
20131204,2013,12,4,3,0,749,0,5.0,2
20131205,2013,12,5,4,2,742,1,5.0,2
20131206,2013,12,6,5,-5,759,2,4.0,2
20131207,2013,12,7,6,-3,758,0,4.0,3
20131209,2013,12,9,1,-6,761,0,1.0,2
20131210,2013,12,10,2,-3,755,0,3.0,1
20131211,2013,12,11,3,-4,754,0,,1
20131212,2013,12,12,4,-1,747,2,5.0,1
20131213,2013,12,13,5,-7,754,0,9.0,2
20131214,2013,12,14,6,-3,754,0,5.0,3
20131216,2013,12,16,1,1,749,0,2.0,2
20131217,2013,12,17,2,-9,761,0,6.0,2
20131218,2013,12,18,3,-10,760,0,5.0,1
20131219,2013,12,19,4,-10,756,0,10.0,1
20131220,2013,12,20,5,-3,751,0,5.0,1
20131221,2013,12,21,6,-4,750,2,1.0,3
20131223,2013,12,23,1,-24,771,0,2.0,0
20131224,2013,12,24,2,-20,767,0,2.0,0
20131225,2013,12,25,3,-13,765,0,3.0,0
20131226,2013,12,26,4,-4,761,2,6.0,0
20131227,2013,12,27,5,-3,759,0,5.0,0
20131228,2013,12,28,6,-7,755,2,4.0,0
20150112,2015,1,12,1,-15,759,0,2.0,2
20150113,2015,1,13,2,-17,764,0,,3
20150114,2015,1,14,3,-4,753,0,6.0,2
20150115,2015,1,15,4,-4,756,0,2.0,3
20150116,2015,1,16,5,-3,756,2,2.0,3
20150117,2015,1,17,6,-3,750,2,7.0,3
20150119,2015,1,19,1,-7,751,0,7.0,3
20150120,2015,1,20,2,-6,749,0,5.0,3
20150121,2015,1,21,3,-7,742,2,3.0,2
20150122,2015,1,22,4,-14,749,2,6.0,3
20150123,2015,1,23,5,-23,755,0,2.0,4
20150124,2015,1,24,6,-31,769,0,2.0,7
20150126,2015,1,26,1,-28,772,0,,9
20150127,2015,1,27,2,-18,761,2,11.0,6
20150128,2015,1,28,3,-14,761,0,5.0,4
20150129,2015,1,29,4,-12,763,0,3.0,5
20150130,2015,1,30,5,-15,762,0,2.0,7
20150131,2015,1,31,6,-15,764,0,,6
20150202,2015,2,2,1,-15,771,0,2.0,6
20150203,2015,2,3,2,-14,770,0,,9
20150204,2015,2,4,3,-14,768,0,1.0,8
20150205,2015,2,5,4,-13,768,0,,9
20150206,2015,2,6,5,-7,762,0,3.0,8
20150207,2015,2,7,6,-9,753,0,3.0,8
20150209,2015,2,9,1,-1,744,0,6.0,5
20150210,2015,2,10,2,-8,758,0,4.0,7
20150211,2015,2,11,3,-7,751,0,2.0,6
20150212,2015,2,12,4,-3,739,2,3.0,5
20150213,2015,2,13,5,-11,753,0,3.0,6
20150214,2015,2,14,6,-6,745,2,9.0,6
20150216,2015,2,16,1,-10,752,0,1.0,4
20150217,2015,2,17,2,-9,749,2,,3
