,date,temp,pres,prec,wind
2612,20191020,-3,760,,2.0
2613,20191021,-2,765,,1.0
2614,20191022,-1,762,,7.0
2615,20191023,3,754,,9.0
2616,20191024,5,747,,9.0
2617,20191025,2,749,,2.0
2618,20191026,1,749,,2.0
2619,20191027,8,742,,5.0
2620,20191028,7,736,rain,6.0
2621,20191029,13,741,,5.0
2622,20191030,3,752,,2.0
2623,20191031,5,752,,2.0
2624,20191101,9,744,,3.0
2625,20191102,1,756,,2.0
2626,20191103,0,767,,4.0
2627,20191104,-1,758,,2.0
2628,20191105,-1,758,,1.0
2629,20191106,4,757,,5.0
2630,20191107,3,754,,9.0
2631,20191108,2,746,,7.0
2632,20191109,-7,761,snow,1.0
2633,20191110,-9,763,,2.0
2634,20191111,-9,771,,1.0
2635,20191112,-7,755,snow,10.0
2636,20191113,-5,755,,2.0
2637,20191114,-11,761,,2.0
2638,20191115,-18,766,,2.0
2639,20191116,-19,773,,8.0
2640,20191117,-6,757,snow,7.0
2641,20191118,-3,746,snow,3.0
2642,20191119,-19,751,snow,2.0
2643,20191120,-25,761,,3.0
2644,20191121,-22,763,snow,8.0
2645,20191122,-17,764,snow,7.0
2646,20191123,-15,766,,5.0
2647,20191124,-12,761,,4.0
2648,20191125,-13,766,,
2649,20191126,-9,764,,1.0
2650,20191127,-11,763,,1.0
2651,20191128,-15,764,,3.0
2652,20191129,-10,764,snow,3.0
2653,20191130,-9,768,,5.0
2654,20191201,-13,768,,2.0
2655,20191202,-13,761,,
2656,20191203,-11,759,,4.0
2657,20191204,-3,763,,1.0
2658,20191205,-2,755,,3.0
2659,20191206,-1,749,,4.0
2660,20191207,-2,749,snow,6.0
2661,20191208,-1,753,snow,2.0
2662,20191209,-1,759,,2.0
2663,20191210,-5,758,,1.0
2664,20191211,-8,755,,2.0
2665,20191212,-7,752,,6.0
2666,20191213,-5,748,snow,3.0
2667,20191214,-8,755,snow,2.0
2668,20191215,-9,765,snow,3.0
2669,20191216,-9,764,snow,3.0
2670,20191217,-11,767,snow,5.0
2671,20191218,-9,761,,4.0
2672,20191219,-8,754,,4.0
2673,20191220,-5,750,,3.0
2674,20191221,-3,745,,7.0
2675,20191222,-4,749,snow,4.0
2676,20191223,-13,755,,2.0
2677,20191224,-11,754,snow,5.0
2678,20191225,-5,749,snow,3.0
2679,20191226,-17,757,,1.0
2680,20191227,-24,764,,1.0
2681,20191228,-26,763,,1.0
2682,20191229,-17,755,,
2683,20191230,-8,752,snow,1.0
2684,20191231,-15,755,snow,6.0
2685,20190901,14,747,,2.0
2686,20190902,17,749,,1.0
2687,20190903,17,747,,4.0
2688,20190904,15,749,,2.0
2689,20190905,18,751,,1.0
2690,20190906,22,750,,2.0
2691,20190907,17,752,,1.0
2692,20190908,21,751,,1.0
2693,20190909,18,749,,2.0
2694,20190910,17,749,,2.0
2695,20190911,10,751,rain,1.0
2696,20190912,10,758,,2.0
2697,20190913,9,751,,1.0
2698,20190914,12,752,,4.0
2699,20190915,13,750,storm,1.0
2700,20190916,21,752,,1.0
2701,20190917,20,749,,3.0
2702,20190918,17,752,,1.0
2703,20190919,18,750,,1.0
2704,20190920,21,745,,3.0
2705,20190921,17,755,,2.0
2706,20190922,19,749,,4.0
2707,20190923,13,749,,2.0
2708,20190924,17,747,,3.0
2709,20190925,12,753,,5.0
2710,20190926,11,755,,2.0
2711,20190927,11,751,,
2712,20190928,6,745,rain,2.0
2713,20190929,4,740,,
2714,20190930,3,753,rain,2.0
